image,n_gt,bucket,area,size,max_iou_nbr,nbr_count,rank,m300,m1000
0000194_00000_d_0000119,54,50-100,2997.0,medium,0.0267,6,-1,0,0
0000194_00000_d_0000119,54,50-100,117.0,small,0.0267,0,115,1,1
0000194_00000_d_0000119,54,50-100,210.0,small,0.0,1,31,1,1
0000194_00000_d_0000119,54,50-100,238.0,small,0.1808,3,12,1,1
0000194_00000_d_0000119,54,50-100,180.0,small,0.2,3,275,1,1
0000194_00000_d_0000119,54,50-100,120.0,small,0.2,3,50,1,1
0000194_00000_d_0000119,54,50-100,216.0,small,0.0,1,11,1,1
0000194_00000_d_0000119,54,50-100,322.0,small,0.166,5,15,1,1
0000194_00000_d_0000119,54,50-100,240.0,small,0.166,2,894,0,1
0000194_00000_d_0000119,54,50-100,180.0,small,0.0,2,116,1,1
0000194_00000_d_0000119,54,50-100,336.0,small,0.0,4,56,1,1
0000194_00000_d_0000119,54,50-100,144.0,small,0.0,1,-1,0,0
0000194_00000_d_0000119,54,50-100,100.0,small,0.0,1,386,0,1
0000194_00000_d_0000119,54,50-100,156.0,small,0.0,3,4,1,1
0000194_00000_d_0000119,54,50-100,121.0,small,0.0,1,20,1,1
0000194_00200_d_0000120,76,50-100,350.0,small,0.5,3,54,1,1
0000194_00200_d_0000120,76,50-100,297.0,small,0.4286,3,7,1,1
0000194_00200_d_0000120,76,50-100,220.0,small,0.4415,1,25,1,1
0000194_00200_d_0000120,76,50-100,286.0,small,0.2447,1,14,1,1
0000194_00200_d_0000120,76,50-100,220.0,small,0.4,1,33,1,1
0000194_00200_d_0000120,76,50-100,224.0,small,0.4249,1,194,1,1
0000194_00200_d_0000120,76,50-100,160.0,small,0.3094,2,8,1,1
0000194_00200_d_0000120,76,50-100,84.0,small,0.3333,1,61,1,1
0000194_00200_d_0000120,76,50-100,91.0,small,0.378,1,10,1,1
0000194_00200_d_0000120,76,50-100,110.0,small,0.2642,3,37,1,1
0000194_00200_d_0000120,76,50-100,66.0,small,0.2941,4,28,1,1
0000194_00200_d_0000120,76,50-100,104.0,small,0.2713,6,38,1,1
0000194_00200_d_0000120,76,50-100,60.0,small,0.2475,3,646,0,1
0000194_00200_d_0000120,76,50-100,60.0,small,0.1,4,52,1,1
0000194_00200_d_0000120,76,50-100,117.0,small,0.5116,6,22,1,1
0000194_00200_d_0000120,76,50-100,70.0,small,0.3,3,81,1,1
0000194_00200_d_0000120,76,50-100,60.0,small,0.3564,1,59,1,1
0000194_00200_d_0000120,76,50-100,48.0,small,0.3125,1,69,1,1
0000194_00200_d_0000120,76,50-100,55.0,small,0.3043,1,442,0,1
0000194_00200_d_0000120,76,50-100,1568.0,medium,0.2536,1,19,1,1
0000194_00200_d_0000120,76,50-100,1200.0,medium,0.2536,1,2,1,1
0000194_00200_d_0000120,76,50-100,280.0,small,0.1253,7,11,1,1
0000194_00200_d_0000120,76,50-100,169.0,small,0.2236,3,29,1,1
0000194_00200_d_0000120,76,50-100,132.0,small,0.2236,4,36,1,1
0000194_00200_d_0000120,76,50-100,130.0,small,0.0315,4,26,1,1
0000194_00200_d_0000120,76,50-100,130.0,small,0.1188,4,32,1,1
0000194_00200_d_0000120,76,50-100,96.0,small,0.1818,3,141,1,1
0000194_00200_d_0000120,76,50-100,99.0,small,0.1818,2,98,1,1
0000194_00200_d_0000120,76,50-100,544.0,small,0.092,10,5,1,1
0000194_00200_d_0000120,76,50-100,121.0,small,0.092,1,709,0,1
0000194_00200_d_0000120,76,50-100,288.0,small,0.0,7,23,1,1
0000194_00200_d_0000120,76,50-100,323.0,small,0.0,5,3,1,1
0000194_00200_d_0000120,76,50-100,2478.0,medium,0.0,8,1,1,1
0000194_00200_d_0000120,76,50-100,273.0,small,0.0,1,4,1,1
0000194_00200_d_0000120,76,50-100,375.0,small,0.1096,4,24,1,1
0000194_00200_d_0000120,76,50-100,192.0,small,0.1096,2,159,1,1
0000194_00200_d_0000120,76,50-100,180.0,small,0.0,1,326,0,1
0000194_00200_d_0000120,76,50-100,425.0,small,0.0,2,49,1,1
0000194_00200_d_0000120,76,50-100,440.0,small,0.0,3,108,1,1
0000194_00200_d_0000120,76,50-100,396.0,small,0.2792,3,366,0,1
0000194_00200_d_0000120,76,50-100,224.0,small,0.0,3,47,1,1
0000194_00200_d_0000120,76,50-100,360.0,small,0.2792,5,-1,0,0
0000194_00200_d_0000120,76,50-100,300.0,small,0.0,0,39,1,1
0000194_00200_d_0000120,76,50-100,2394.0,medium,0.0,4,171,1,1
0000194_00200_d_0000120,76,50-100,1056.0,medium,0.0,1,20,1,1
0000194_00200_d_0000120,76,50-100,2622.0,medium,0.0,5,-1,0,0
0000194_00200_d_0000120,76,50-100,345.0,small,0.2113,2,16,1,1
0000194_00200_d_0000120,76,50-100,1107.0,medium,0.0,2,6,1,1
0000194_00200_d_0000120,76,50-100,84.0,small,0.3761,2,92,1,1
0000194_00200_d_0000120,76,50-100,77.0,small,0.3761,2,186,1,1
0000194_00200_d_0000120,76,50-100,84.0,small,0.3333,1,13,1,1
0000194_00200_d_0000120,76,50-100,84.0,small,0.378,1,50,1,1
0000194_00200_d_0000120,76,50-100,36.0,small,0.3125,1,67,1,1
0000194_00200_d_0000120,76,50-100,65.0,small,0.3043,2,9,1,1
0000194_00200_d_0000120,76,50-100,66.0,small,0.2475,3,48,1,1
0000194_00200_d_0000120,76,50-100,72.0,small,0.1,3,78,1,1
0000194_00200_d_0000120,76,50-100,60.0,small,0.2713,4,71,1,1
0000194_00200_d_0000120,76,50-100,66.0,small,0.2941,3,79,1,1
0000194_00200_d_0000120,76,50-100,91.0,small,0.2642,3,21,1,1
0000194_00200_d_0000120,76,50-100,78.0,small,0.5116,4,191,1,1
0000194_00200_d_0000120,76,50-100,60.0,small,0.3,3,51,1,1
0000194_00200_d_0000120,76,50-100,144.0,small,0.4,1,41,1,1
0000194_00200_d_0000120,76,50-100,162.0,small,0.4415,1,12,1,1
0000194_00200_d_0000120,76,50-100,153.0,small,0.4286,1,15,1,1
0000194_00200_d_0000120,76,50-100,250.0,small,0.5,3,18,1,1
0000194_00200_d_0000120,76,50-100,126.0,small,0.2447,1,-1,0,0
0000194_00200_d_0000120,76,50-100,352.0,small,0.0,0,31,1,1
0000194_00200_d_0000120,76,50-100,640.0,small,0.4743,1,190,1,1
0000194_00200_d_0000120,76,50-100,448.0,small,0.4743,1,-1,0,0
0000194_00200_d_0000120,76,50-100,1160.0,medium,0.0,2,35,1,1
0000194_00200_d_0000120,76,50-100,190.0,small,0.3,1,854,0,1
0000194_00200_d_0000120,76,50-100,330.0,small,0.3,1,-1,0,0
0000194_00200_d_0000120,76,50-100,108.0,small,0.4249,1,345,0,1
0000194_00200_d_0000120,76,50-100,171.0,small,0.2113,1,-1,0,0
0000194_00200_d_0000120,76,50-100,77.0,small,0.3564,1,60,1,1
0000194_00200_d_0000120,76,50-100,3944.0,medium,0.0,0,0,1,1
0000194_00399_d_0000121,143,100-150,364.0,small,0.5789,2,32,1,1
0000194_00399_d_0000121,143,100-150,416.0,small,0.5789,2,85,1,1
0000194_00399_d_0000121,143,100-150,368.0,small,0.4922,1,40,1,1
0000194_00399_d_0000121,143,100-150,496.0,small,0.4922,3,22,1,1
0000194_00399_d_0000121,143,100-150,225.0,small,0.395,3,137,1,1
0000194_00399_d_0000121,143,100-150,220.0,small,0.395,2,76,1,1
0000194_00399_d_0000121,143,100-150,128.0,small,0.3123,2,33,1,1
0000194_00399_d_0000121,143,100-150,275.0,small,0.4084,5,54,1,1
0000194_00399_d_0000121,143,100-150,294.0,small,0.4084,4,56,1,1
0000194_00399_d_0000121,143,100-150,275.0,small,0.2998,1,21,1,1
0000194_00399_d_0000121,143,100-150,345.0,small,0.2998,1,47,1,1
0000194_00399_d_0000121,143,100-150,260.0,small,0.506,1,51,1,1
0000194_00399_d_0000121,143,100-150,230.0,small,0.405,1,27,1,1
0000194_00399_d_0000121,143,100-150,135.0,small,0.3934,2,110,1,1
0000194_00399_d_0000121,143,100-150,120.0,small,0.3934,2,53,1,1
0000194_00399_d_0000121,143,100-150,189.0,small,0.396,1,58,1,1
0000194_00399_d_0000121,143,100-150,160.0,small,0.4375,2,71,1,1
0000194_00399_d_0000121,143,100-150,70.0,small,0.4375,2,323,0,1
0000194_00399_d_0000121,143,100-150,220.0,small,0.4437,4,43,1,1
0000194_00399_d_0000121,143,100-150,240.0,small,0.403,1,66,1,1
0000194_00399_d_0000121,143,100-150,264.0,small,0.4867,1,166,1,1
0000194_00399_d_0000121,143,100-150,231.0,small,0.4626,1,74,1,1
0000194_00399_d_0000121,143,100-150,180.0,small,0.4444,1,952,0,1
0000194_00399_d_0000121,143,100-150,90.0,small,0.2857,3,140,1,1
0000194_00399_d_0000121,143,100-150,140.0,small,0.4162,3,75,1,1
0000194_00399_d_0000121,143,100-150,143.0,small,0.3264,1,52,1,1
0000194_00399_d_0000121,143,100-150,189.0,small,0.5685,3,103,1,1
0000194_00399_d_0000121,143,100-150,50.0,small,0.36,3,-1,0,0
0000194_00399_d_0000121,143,100-150,120.0,small,0.5685,3,60,1,1
0000194_00399_d_0000121,143,100-150,96.0,small,0.374,3,79,1,1
0000194_00399_d_0000121,143,100-150,91.0,small,0.503,5,127,1,1
0000194_00399_d_0000121,143,100-150,60.0,small,0.4444,6,163,1,1
0000194_00399_d_0000121,143,100-150,77.0,small,0.4667,9,134,1,1
0000194_00399_d_0000121,143,100-150,84.0,small,0.4261,6,104,1,1
0000194_00399_d_0000121,143,100-150,66.0,small,0.4,2,136,1,1
0000194_00399_d_0000121,143,100-150,60.0,small,0.4286,2,211,1,1
0000194_00399_d_0000121,143,100-150,105.0,small,0.26,1,132,1,1
0000194_00399_d_0000121,143,100-150,84.0,small,0.26,1,130,1,1
0000194_00399_d_0000121,143,100-150,240.0,small,0.506,1,143,1,1
0000194_00399_d_0000121,143,100-150,221.0,small,0.405,1,128,1,1
0000194_00399_d_0000121,143,100-150,280.0,small,0.3518,3,28,1,1
0000194_00399_d_0000121,143,100-150,160.0,small,0.396,1,113,1,1
0000194_00399_d_0000121,143,100-150,190.0,small,0.3359,4,68,1,1
0000194_00399_d_0000121,143,100-150,190.0,small,0.4437,2,38,1,1
0000194_00399_d_0000121,143,100-150,240.0,small,0.4867,1,209,1,1
0000194_00399_d_0000121,143,100-150,84.0,small,0.374,1,26,1,1
0000194_00399_d_0000121,143,100-150,70.0,small,0.4444,7,92,1,1
0000194_00399_d_0000121,143,100-150,77.0,small,0.4667,8,99,1,1
0000194_00399_d_0000121,143,100-150,60.0,small,0.4,4,69,1,1
0000194_00399_d_0000121,143,100-150,80.0,small,0.4261,6,62,1,1
0000194_00399_d_0000121,143,100-150,80.0,small,0.4286,3,401,0,1
0000194_00399_d_0000121,143,100-150,304.0,small,0.3264,1,44,1,1
0000194_00399_d_0000121,143,100-150,238.0,small,0.4623,3,50,1,1
0000194_00399_d_0000121,143,100-150,180.0,small,0.4626,1,78,1,1
0000194_00399_d_0000121,143,100-150,126.0,small,0.2857,3,95,1,1
0000194_00399_d_0000121,143,100-150,105.0,small,0.4162,3,46,1,1
0000194_00399_d_0000121,143,100-150,405.0,small,0.4444,4,39,1,1
0000194_00399_d_0000121,143,100-150,160.0,small,0.503,7,90,1,1
0000194_00399_d_0000121,143,100-150,294.0,small,0.2702,1,174,1,1
0000194_00399_d_0000121,143,100-150,280.0,small,0.6071,1,63,1,1
0000194_00399_d_0000121,143,100-150,128.0,small,0.1402,2,265,1,1
0000194_00399_d_0000121,143,100-150,252.0,small,0.3077,2,147,1,1
0000194_00399_d_0000121,143,100-150,136.0,small,0.6122,2,29,1,1
0000194_00399_d_0000121,143,100-150,143.0,small,0.568,2,36,1,1
0000194_00399_d_0000121,143,100-150,330.0,small,0.4825,1,59,1,1
0000194_00399_d_0000121,143,100-150,252.0,small,0.3077,1,96,1,1
0000194_00399_d_0000121,143,100-150,180.0,small,0.3702,1,35,1,1
0000194_00399_d_0000121,143,100-150,171.0,small,0.4062,1,106,1,1
0000194_00399_d_0000121,143,100-150,253.0,small,0.4288,1,57,1,1
0000194_00399_d_0000121,143,100-150,360.0,small,0.2654,1,42,1,1
0000194_00399_d_0000121,143,100-150,570.0,small,0.3821,1,23,1,1
0000194_00399_d_0000121,143,100-150,450.0,small,0.2885,1,48,1,1
0000194_00399_d_0000121,143,100-150,759.0,small,0.2702,1,10,1,1
0000194_00399_d_0000121,143,100-150,512.0,small,0.403,1,20,1,1
0000194_00399_d_0000121,143,100-150,180.0,small,0.6122,2,55,1,1
0000194_00399_d_0000121,143,100-150,360.0,small,0.3077,2,16,1,1
0000194_00399_d_0000121,143,100-150,350.0,small,0.6071,1,14,1,1
0000194_00399_d_0000121,143,100-150,684.0,small,0.4825,1,11,1,1
0000194_00399_d_0000121,143,100-150,480.0,small,0.4288,3,12,1,1
0000194_00399_d_0000121,143,100-150,234.0,small,0.4062,1,24,1,1
0000194_00399_d_0000121,143,100-150,207.0,small,0.3077,1,83,1,1
0000194_00399_d_0000121,143,100-150,105.0,small,0.3702,1,178,1,1
0000194_00399_d_0000121,143,100-150,999.0,small,0.2654,1,9,1,1
0000194_00399_d_0000121,143,100-150,756.0,small,0.2885,1,6,1,1
0000194_00399_d_0000121,143,100-150,667.0,small,0.3821,1,13,1,1
0000194_00399_d_0000121,143,100-150,1058.0,medium,0.017,2,98,1,1
0000194_00399_d_0000121,143,100-150,672.0,small,0.0263,3,49,1,1
0000194_00399_d_0000121,143,100-150,775.0,small,0.0,7,34,1,1
0000194_00399_d_0000121,143,100-150,832.0,small,0.0887,9,86,1,1
0000194_00399_d_0000121,143,100-150,775.0,small,0.1572,11,184,1,1
0000194_00399_d_0000121,143,100-150,484.0,small,0.1572,7,206,1,1
0000194_00399_d_0000121,143,100-150,320.0,small,0.0,2,93,1,1
0000194_00399_d_0000121,143,100-150,60.0,small,0.0909,2,-1,0,0
0000194_00399_d_0000121,143,100-150,60.0,small,0.0909,3,343,0,1
0000194_00399_d_0000121,143,100-150,150.0,small,0.0887,5,233,1,1
0000194_00399_d_0000121,143,100-150,90.0,small,0.0758,2,243,1,1
0000194_00399_d_0000121,143,100-150,187.0,small,0.0263,1,135,1,1
0000194_00399_d_0000121,143,100-150,198.0,small,0.017,0,118,1,1
0000194_00399_d_0000121,143,100-150,266.0,small,0.0,0,97,1,1
0000194_00399_d_0000121,143,100-150,1820.0,medium,0.0,1,1,1,1
0000194_00399_d_0000121,143,100-150,3910.0,medium,0.171,4,25,1,1
0000194_00399_d_0000121,143,100-150,2993.0,medium,0.171,4,0,1,1
0000194_00399_d_0000121,143,100-150,2844.0,medium,0.0039,3,2,1,1
0000194_00399_d_0000121,143,100-150,1184.0,medium,0.0,1,4,1,1
0000194_00399_d_0000121,143,100-150,272.0,small,0.0776,2,107,1,1
0000194_00399_d_0000121,143,100-150,672.0,small,0.0776,5,19,1,1
0000194_00399_d_0000121,143,100-150,50.0,small,0.3261,2,-1,0,0
0000194_00399_d_0000121,143,100-150,72.0,small,0.3261,2,-1,0,0
0000194_00399_d_0000121,143,100-150,154.0,small,0.2697,2,-1,0,0
0000194_00399_d_0000121,143,100-150,216.0,small,0.0,0,31,1,1
0000194_00399_d_0000121,143,100-150,112.0,small,0.0,0,172,1,1
0000194_00399_d_0000121,143,100-150,60.0,small,0.0171,1,-1,0,0
0000194_00399_d_0000121,143,100-150,238.0,small,0.0171,2,275,1,1
0000194_00399_d_0000121,143,100-150,693.0,small,0.0,2,531,0,1
0000194_00399_d_0000121,143,100-150,468.0,small,0.0,1,8,1,1
0000194_00399_d_0000121,143,100-150,608.0,small,0.1182,6,5,1,1
0000194_00399_d_0000121,143,100-150,414.0,small,0.1239,4,170,1,1
0000194_00399_d_0000121,143,100-150,252.0,small,0.0,1,18,1,1
0000194_00399_d_0000121,143,100-150,77.0,small,0.0,1,201,1,1
0000194_00399_d_0000121,143,100-150,357.0,small,0.1239,3,449,0,1
0000194_00399_d_0000121,143,100-150,494.0,small,0.0287,18,37,1,1
0000194_00399_d_0000121,143,100-150,306.0,small,0.1556,10,15,1,1
0000194_00399_d_0000121,143,100-150,288.0,small,0.1556,9,17,1,1
0000194_00399_d_0000121,143,100-150,256.0,small,0.0462,7,30,1,1
0000194_00399_d_0000121,143,100-150,210.0,small,0.3333,5,70,1,1
0000194_00399_d_0000121,143,100-150,182.0,small,0.3333,6,61,1,1
0000194_00399_d_0000121,143,100-150,156.0,small,0.3307,6,102,1,1
0000194_00399_d_0000121,143,100-150,238.0,small,0.0,3,7,1,1
0000194_00399_d_0000121,143,100-150,210.0,small,0.0,1,3,1,1
0000194_00399_d_0000121,143,100-150,540.0,small,0.1094,10,117,1,1
0000194_00399_d_0000121,143,100-150,99.0,small,0.1094,3,-1,0,0
0000194_00399_d_0000121,143,100-150,20.0,small,0.4706,1,700,0,1
0000194_00399_d_0000121,143,100-150,28.0,small,0.3404,1,263,1,1
0000194_00399_d_0000121,143,100-150,30.0,small,0.4706,1,221,1,1
0000194_00399_d_0000121,143,100-150,35.0,small,0.3404,1,84,1,1
0000194_00399_d_0000121,143,100-150,12.0,small,0.5,2,-1,0,0
0000194_00399_d_0000121,143,100-150,15.0,small,0.5,2,-1,0,0
0000194_00399_d_0000121,143,100-150,63.0,small,0.1364,3,94,1,1
0000194_00399_d_0000121,143,100-150,18.0,small,0.0,0,-1,0,0
0000194_00399_d_0000121,143,100-150,132.0,small,0.0,1,792,0,1
0000194_00399_d_0000121,143,100-150,121.0,small,0.0,1,194,1,1
0000194_00399_d_0000121,143,100-150,434.0,small,0.0,0,64,1,1
0000194_00399_d_0000121,143,100-150,128.0,small,0.0,0,279,1,1
0000194_00625_d_0000122,83,50-100,399.0,small,0.0,0,46,1,1
0000194_00625_d_0000122,83,50-100,306.0,small,0.2606,1,884,0,1
0000194_00625_d_0000122,83,50-100,260.0,small,0.2606,1,137,1,1
0000194_00625_d_0000122,83,50-100,1363.0,medium,0.0,3,698,0,1
0000194_00625_d_0000122,83,50-100,700.0,small,0.3114,2,8,1,1
0000194_00625_d_0000122,83,50-100,374.0,small,0.3114,1,88,1,1
0000194_00625_d_0000122,83,50-100,1110.0,medium,0.3842,1,4,1,1
0000194_00625_d_0000122,83,50-100,630.0,small,0.3842,1,30,1,1
0000194_00625_d_0000122,83,50-100,754.0,small,0.3892,1,9,1,1
0000194_00625_d_0000122,83,50-100,399.0,small,0.3892,1,57,1,1
0000194_00625_d_0000122,83,50-100,392.0,small,0.5312,1,33,1,1
0000194_00625_d_0000122,83,50-100,294.0,small,0.5312,1,20,1,1
0000194_00625_d_0000122,83,50-100,336.0,small,0.293,2,47,1,1
0000194_00625_d_0000122,83,50-100,368.0,small,0.25,2,19,1,1
0000194_00625_d_0000122,83,50-100,152.0,small,0.25,2,73,1,1
0000194_00625_d_0000122,83,50-100,126.0,small,0.2411,2,77,1,1
0000194_00625_d_0000122,83,50-100,220.0,small,0.3236,2,111,1,1
0000194_00625_d_0000122,83,50-100,189.0,small,0.3236,2,69,1,1
0000194_00625_d_0000122,83,50-100,750.0,small,0.0,0,3,1,1
0000194_00625_d_0000122,83,50-100,1040.0,medium,0.0675,6,18,1,1
0000194_00625_d_0000122,83,50-100,810.0,small,0.0675,4,49,1,1
0000194_00625_d_0000122,83,50-100,88.0,small,0.0,0,50,1,1
0000194_00625_d_0000122,83,50-100,420.0,small,0.0,1,71,1,1
0000194_00625_d_0000122,83,50-100,567.0,small,0.0,2,80,1,1
0000194_00625_d_0000122,83,50-100,400.0,small,0.2625,4,25,1,1
0000194_00625_d_0000122,83,50-100,105.0,small,0.2625,1,188,1,1
0000194_00625_d_0000122,83,50-100,180.0,small,0.3273,2,21,1,1
0000194_00625_d_0000122,83,50-100,112.0,small,0.7778,2,116,1,1
0000194_00625_d_0000122,83,50-100,112.0,small,0.7778,2,27,1,1
0000194_00625_d_0000122,83,50-100,1080.0,medium,0.0,3,2,1,1
0000194_00625_d_0000122,83,50-100,1750.0,medium,0.0,3,0,1,1
0000194_00625_d_0000122,83,50-100,624.0,small,0.4936,1,29,1,1
0000194_00625_d_0000122,83,50-100,308.0,small,0.4936,1,45,1,1
0000194_00625_d_0000122,83,50-100,493.0,small,0.4474,1,14,1,1
0000194_00625_d_0000122,83,50-100,442.0,small,0.4474,1,22,1,1
0000194_00625_d_0000122,83,50-100,3510.0,medium,0.0,6,6,1,1
0000194_00625_d_0000122,83,50-100,696.0,small,0.4828,1,11,1,1
0000194_00625_d_0000122,83,50-100,336.0,small,0.4828,1,78,1,1
0000194_00625_d_0000122,83,50-100,504.0,small,0.0,1,1,1,1
0000194_00625_d_0000122,83,50-100,418.0,small,0.0505,4,13,1,1
0000194_00625_d_0000122,83,50-100,289.0,small,0.0505,3,5,1,1
0000194_00625_d_0000122,83,50-100,225.0,small,0.0,3,7,1,1
0000194_00625_d_0000122,83,50-100,224.0,small,0.0,3,17,1,1
0000194_00625_d_0000122,83,50-100,195.0,small,0.0,1,38,1,1
0000194_00625_d_0000122,83,50-100,143.0,small,0.0,3,31,1,1
0000194_00625_d_0000122,83,50-100,40.0,small,0.3913,1,169,1,1
0000194_00625_d_0000122,83,50-100,24.0,small,0.3913,1,-1,0,0
0000194_00625_d_0000122,83,50-100,368.0,small,0.0,4,86,1,1
0000194_00625_d_0000122,83,50-100,24.0,small,0.0,0,-1,0,0
0000194_00625_d_0000122,83,50-100,150.0,small,0.0,0,897,0,1
0000194_00625_d_0000122,83,50-100,160.0,small,0.45,4,68,1,1
0000194_00625_d_0000122,83,50-100,130.0,small,0.45,4,51,1,1
0000194_00625_d_0000122,83,50-100,120.0,small,0.7826,4,26,1,1
0000194_00625_d_0000122,83,50-100,126.0,small,0.5556,4,28,1,1
0000194_00625_d_0000122,83,50-100,126.0,small,0.7826,4,66,1,1
0000194_00625_d_0000122,83,50-100,741.0,small,0.0,0,24,1,1
0000194_00625_d_0000122,83,50-100,228.0,small,0.0,1,344,0,1
0000194_00625_d_0000122,83,50-100,165.0,small,0.0,1,328,0,1
0000194_00625_d_0000122,83,50-100,96.0,small,0.0,0,362,0,1
0000194_00625_d_0000122,83,50-100,720.0,small,0.0,0,37,1,1
0000194_00625_d_0000122,83,50-100,308.0,small,0.0,1,-1,0,0
0000194_00625_d_0000122,83,50-100,180.0,small,0.0,1,54,1,1
0000194_00625_d_0000122,83,50-100,264.0,small,0.0741,3,16,1,1
0000194_00625_d_0000122,83,50-100,390.0,small,0.0767,2,61,1,1
0000194_00625_d_0000122,83,50-100,1968.0,medium,0.0767,4,23,1,1
0000194_00625_d_0000122,83,50-100,180.0,small,0.0258,0,89,1,1
0000194_00625_d_0000122,83,50-100,1806.0,medium,0.0,5,10,1,1
0000194_00625_d_0000122,83,50-100,442.0,small,0.0,1,48,1,1
0000194_00625_d_0000122,83,50-100,442.0,small,0.0,0,91,1,1
0000194_00625_d_0000122,83,50-100,1620.0,medium,0.0,3,34,1,1
0000194_00625_d_0000122,83,50-100,2613.0,medium,0.0,2,39,1,1
0000194_00625_d_0000122,83,50-100,696.0,small,0.0,0,43,1,1
0000194_00625_d_0000122,83,50-100,253.0,small,0.53,1,35,1,1
0000194_00625_d_0000122,83,50-100,180.0,small,0.53,1,59,1,1
0000194_00625_d_0000122,83,50-100,612.0,small,0.5795,2,56,1,1
0000194_00625_d_0000122,83,50-100,391.0,small,0.5795,2,42,1,1
0000194_00625_d_0000122,83,50-100,160.0,small,0.3088,2,-1,0,0
0000194_00625_d_0000122,83,50-100,612.0,small,0.4657,1,15,1,1
0000194_00625_d_0000122,83,50-100,285.0,small,0.4657,1,40,1,1
0000194_00625_d_0000122,83,50-100,880.0,small,0.4727,3,12,1,1
0000194_00625_d_0000122,83,50-100,416.0,small,0.4727,3,41,1,1
0000194_00625_d_0000122,83,50-100,312.0,small,0.4717,2,36,1,1
0000194_00625_d_0000122,83,50-100,312.0,small,0.4717,2,132,1,1
0000194_00800_d_0000123,54,50-100,3843.0,medium,0.2275,9,13,1,1
0000194_00800_d_0000123,54,50-100,2210.0,medium,0.2275,6,66,1,1
0000194_00800_d_0000123,54,50-100,864.0,small,0.0963,5,34,1,1
0000194_00800_d_0000123,54,50-100,377.0,small,0.0,0,20,1,1
0000194_00800_d_0000123,54,50-100,288.0,small,0.1893,3,96,1,1
0000194_00800_d_0000123,54,50-100,403.0,small,0.1893,5,38,1,1
0000194_00800_d_0000123,54,50-100,297.0,small,0.1513,3,12,1,1
0000194_00800_d_0000123,54,50-100,1656.0,medium,0.0,3,22,1,1
0000194_00800_d_0000123,54,50-100,260.0,small,0.5462,1,25,1,1
0000194_00800_d_0000123,54,50-100,476.0,small,0.5462,1,11,1,1
0000194_00800_d_0000123,54,50-100,228.0,small,0.0,0,21,1,1
0000194_00800_d_0000123,54,50-100,198.0,small,0.4848,1,24,1,1
0000194_00800_d_0000123,54,50-100,96.0,small,0.4848,1,-1,0,0
0000194_00800_d_0000123,54,50-100,136.0,small,0.0,0,15,1,1
0000194_00800_d_0000123,54,50-100,84.0,small,0.578,4,16,1,1
0000194_00800_d_0000123,54,50-100,63.0,small,0.3462,4,115,1,1
0000194_00800_d_0000123,54,50-100,77.0,small,0.6667,3,44,1,1
0000194_00800_d_0000123,54,50-100,78.0,small,0.3307,4,173,1,1
0000194_00800_d_0000123,54,50-100,104.0,small,0.0,2,251,1,1
0000194_00800_d_0000123,54,50-100,200.0,small,0.1951,1,46,1,1
0000194_00800_d_0000123,54,50-100,315.0,small,0.4283,2,19,1,1
0000194_00800_d_0000123,54,50-100,475.0,small,0.0,0,17,1,1
0000194_00800_d_0000123,54,50-100,24.0,small,0.5294,1,-1,0,0
0000194_00800_d_0000123,54,50-100,21.0,small,0.5,1,185,1,1
0000194_00800_d_0000123,54,50-100,18.0,small,0.4615,1,-1,0,0
0000194_00800_d_0000123,54,50-100,40.0,small,0.4762,3,-1,0,0
0000194_00800_d_0000123,54,50-100,88.0,small,0.578,4,29,1,1
0000194_00800_d_0000123,54,50-100,77.0,small,0.3462,4,48,1,1
0000194_00800_d_0000123,54,50-100,98.0,small,0.6667,3,14,1,1
0000194_00800_d_0000123,54,50-100,91.0,small,0.3307,4,43,1,1
0000194_00800_d_0000123,54,50-100,432.0,small,0.4283,2,9,1,1
0000194_00800_d_0000123,54,50-100,1025.0,medium,0.1951,3,7,1,1
0000194_00800_d_0000123,54,50-100,2244.0,medium,0.0387,5,1,1,1
0000194_00800_d_0000123,54,50-100,1591.0,medium,0.0387,4,10,1,1
0000194_00800_d_0000123,54,50-100,1178.0,medium,0.0,3,183,1,1
0000194_00800_d_0000123,54,50-100,1312.0,medium,0.0,2,28,1,1
0000194_00800_d_0000123,54,50-100,220.0,small,0.0,0,23,1,1
0000194_00800_d_0000123,54,50-100,1482.0,medium,0.0,0,5,1,1
0000194_00800_d_0000123,54,50-100,338.0,small,0.0,1,36,1,1
0000194_00800_d_0000123,54,50-100,532.0,small,0.0,1,32,1,1
0000194_00800_d_0000123,54,50-100,1250.0,medium,0.0,0,2,1,1
0000194_00800_d_0000123,54,50-100,450.0,small,0.0,0,262,1,1
0000194_00800_d_0000123,54,50-100,1976.0,medium,0.0,3,3,1,1
0000194_00800_d_0000123,54,50-100,1271.0,medium,0.0,4,0,1,1
0000194_00800_d_0000123,54,50-100,696.0,small,0.0,5,4,1,1
0000194_00800_d_0000123,54,50-100,408.0,small,0.0,5,6,1,1
0000194_00800_d_0000123,54,50-100,28.0,small,0.5294,1,-1,0,0
0000194_00800_d_0000123,54,50-100,24.0,small,0.5,1,292,1,1
0000194_00800_d_0000123,54,50-100,20.0,small,0.4615,1,-1,0,0
0000194_00800_d_0000123,54,50-100,308.0,small,0.0,3,50,1,1
0000194_00800_d_0000123,54,50-100,91.0,small,0.3889,1,370,0,1
