image,n_gt,bucket,area,size,max_iou_nbr,nbr_count,rank,m300,m1000
0000001_02999_d_0000005,127,100-150,3906.0,medium,0.1247,5,698,0,1
0000001_02999_d_0000005,127,100-150,2900.0,medium,0.0,7,666,0,1
0000001_02999_d_0000005,127,100-150,2760.0,medium,0.0958,7,287,1,1
0000001_02999_d_0000005,127,100-150,1666.0,medium,0.0958,8,35,1,1
0000001_02999_d_0000005,127,100-150,1488.0,medium,0.1058,9,30,1,1
0000001_02999_d_0000005,127,100-150,1334.0,medium,0.2619,6,29,1,1
0000001_02999_d_0000005,127,100-150,1305.0,medium,0.1569,7,34,1,1
0000001_02999_d_0000005,127,100-150,1350.0,medium,0.1569,7,373,0,1
0000001_02999_d_0000005,127,100-150,2352.0,medium,0.2619,12,490,0,1
0000001_02999_d_0000005,127,100-150,1960.0,medium,0.3322,9,721,0,1
0000001_02999_d_0000005,127,100-150,3654.0,medium,0.3322,15,-1,0,0
0000001_02999_d_0000005,127,100-150,2392.0,medium,0.0727,11,636,0,1
0000001_02999_d_0000005,127,100-150,1890.0,medium,0.4633,7,141,1,1
0000001_02999_d_0000005,127,100-150,1862.0,medium,0.4633,10,170,1,1
0000001_02999_d_0000005,127,100-150,1218.0,medium,0.1516,8,200,1,1
0000001_02999_d_0000005,127,100-150,1290.0,medium,0.0458,5,27,1,1
0000001_02999_d_0000005,127,100-150,1107.0,medium,0.1516,4,427,0,1
0000001_02999_d_0000005,127,100-150,1350.0,medium,0.137,5,202,1,1
0000001_02999_d_0000005,127,100-150,2184.0,medium,0.0674,1,17,1,1
0000001_02999_d_0000005,127,100-150,1140.0,medium,0.0674,1,25,1,1
0000001_02999_d_0000005,127,100-150,1776.0,medium,0.1616,6,80,1,1
0000001_02999_d_0000005,127,100-150,1716.0,medium,0.1609,10,111,1,1
0000001_02999_d_0000005,127,100-150,1806.0,medium,0.4912,10,42,1,1
0000001_02999_d_0000005,127,100-150,1430.0,medium,0.4912,6,96,1,1
0000001_02999_d_0000005,127,100-150,629.0,small,0.0,1,16,1,1
0000001_02999_d_0000005,127,100-150,1008.0,small,0.0318,5,22,1,1
0000001_02999_d_0000005,127,100-150,1720.0,medium,0.6182,6,6,1,1
0000001_02999_d_0000005,127,100-150,1107.0,medium,0.6182,4,272,1,1
0000001_02999_d_0000005,127,100-150,912.0,small,0.5567,4,-1,0,0
0000001_02999_d_0000005,127,100-150,936.0,small,0.1938,4,384,0,1
0000001_02999_d_0000005,127,100-150,1170.0,medium,0.3478,6,448,0,1
0000001_02999_d_0000005,127,100-150,1000.0,small,0.3478,5,82,1,1
0000001_02999_d_0000005,127,100-150,1395.0,medium,0.1114,5,26,1,1
0000001_02999_d_0000005,127,100-150,1305.0,medium,0.0,5,19,1,1
0000001_02999_d_0000005,127,100-150,840.0,small,0.2945,2,13,1,1
0000001_02999_d_0000005,127,100-150,1160.0,medium,0.2945,2,74,1,1
0000001_02999_d_0000005,127,100-150,4802.0,medium,0.0203,9,3,1,1
0000001_02999_d_0000005,127,100-150,330.0,small,0.0,2,47,1,1
0000001_02999_d_0000005,127,100-150,434.0,small,0.0,3,24,1,1
0000001_02999_d_0000005,127,100-150,612.0,small,0.0,3,142,1,1
0000001_02999_d_0000005,127,100-150,494.0,small,0.5609,5,12,1,1
0000001_02999_d_0000005,127,100-150,480.0,small,0.5609,6,252,1,1
0000001_02999_d_0000005,127,100-150,336.0,small,0.4167,3,162,1,1
0000001_02999_d_0000005,127,100-150,1050.0,medium,0.0,2,120,1,1
0000001_02999_d_0000005,127,100-150,414.0,small,0.0,1,318,0,1
0000001_02999_d_0000005,127,100-150,450.0,small,0.5818,2,307,0,1
0000001_02999_d_0000005,127,100-150,420.0,small,0.5818,3,58,1,1
0000001_02999_d_0000005,127,100-150,837.0,small,0.0959,6,139,1,1
0000001_02999_d_0000005,127,100-150,90.0,small,0.0159,0,-1,0,0
0000001_02999_d_0000005,127,100-150,868.0,small,0.0463,5,18,1,1
0000001_02999_d_0000005,127,100-150,625.0,small,0.0478,9,37,1,1
0000001_02999_d_0000005,127,100-150,952.0,small,0.139,19,98,1,1
0000001_02999_d_0000005,127,100-150,510.0,small,0.6019,1,152,1,1
0000001_02999_d_0000005,127,100-150,512.0,small,0.6019,1,78,1,1
0000001_02999_d_0000005,127,100-150,338.0,small,0.2798,2,53,1,1
0000001_02999_d_0000005,127,100-150,435.0,small,0.2798,1,55,1,1
0000001_02999_d_0000005,127,100-150,1150.0,medium,0.3617,3,81,1,1
0000001_02999_d_0000005,127,100-150,416.0,small,0.3617,2,125,1,1
0000001_02999_d_0000005,127,100-150,900.0,small,0.0,3,114,1,1
0000001_02999_d_0000005,127,100-150,660.0,small,0.502,1,61,1,1
0000001_02999_d_0000005,127,100-150,836.0,small,0.502,2,65,1,1
0000001_02999_d_0000005,127,100-150,6262.0,medium,0.188,21,31,1,1
0000001_02999_d_0000005,127,100-150,3848.0,medium,0.188,14,2,1,1
0000001_02999_d_0000005,127,100-150,1517.0,medium,0.0507,4,8,1,1
0000001_02999_d_0000005,127,100-150,2318.0,medium,0.0,14,44,1,1
0000001_02999_d_0000005,127,100-150,851.0,small,0.0,2,60,1,1
0000001_02999_d_0000005,127,100-150,8733.0,medium,0.11,24,7,1,1
0000001_02999_d_0000005,127,100-150,1800.0,medium,0.11,3,157,1,1
0000001_02999_d_0000005,127,100-150,325.0,small,0.3077,1,100,1,1
0000001_02999_d_0000005,127,100-150,338.0,small,0.3077,1,14,1,1
0000001_02999_d_0000005,127,100-150,336.0,small,0.296,4,48,1,1
0000001_02999_d_0000005,127,100-150,242.0,small,0.296,3,67,1,1
0000001_02999_d_0000005,127,100-150,378.0,small,0.3565,3,15,1,1
0000001_02999_d_0000005,127,100-150,288.0,small,0.2451,3,99,1,1
0000001_02999_d_0000005,127,100-150,220.0,small,0.2451,3,32,1,1
0000001_02999_d_0000005,127,100-150,364.0,small,0.3565,4,21,1,1
0000001_02999_d_0000005,127,100-150,276.0,small,0.3143,3,23,1,1
0000001_02999_d_0000005,127,100-150,276.0,small,0.3143,3,9,1,1
0000001_02999_d_0000005,127,100-150,286.0,small,0.684,2,40,1,1
0000001_02999_d_0000005,127,100-150,231.0,small,0.684,2,469,0,1
0000001_02999_d_0000005,127,100-150,312.0,small,0.582,2,28,1,1
0000001_02999_d_0000005,127,100-150,777.0,small,0.0,0,186,1,1
0000001_02999_d_0000005,127,100-150,648.0,small,0.4969,2,217,1,1
0000001_02999_d_0000005,127,100-150,322.0,small,0.4969,2,138,1,1
0000001_02999_d_0000005,127,100-150,190.0,small,0.5362,1,68,1,1
0000001_02999_d_0000005,127,100-150,171.0,small,0.5362,1,85,1,1
0000001_02999_d_0000005,127,100-150,136.0,small,0.44,1,71,1,1
0000001_02999_d_0000005,127,100-150,152.0,small,0.44,1,43,1,1
0000001_02999_d_0000005,127,100-150,260.0,small,0.0648,5,265,1,1
0000001_02999_d_0000005,127,100-150,726.0,small,0.2151,8,222,1,1
0000001_02999_d_0000005,127,100-150,189.0,small,0.2151,4,-1,0,0
0000001_02999_d_0000005,127,100-150,133.0,small,0.1499,5,-1,0,0
0000001_02999_d_0000005,127,100-150,2240.0,medium,0.2076,19,62,1,1
0000001_02999_d_0000005,127,100-150,2175.0,medium,0.2076,19,63,1,1
0000001_02999_d_0000005,127,100-150,216.0,small,0.1909,5,-1,0,0
0000001_02999_d_0000005,127,100-150,308.0,small,0.1909,6,173,1,1
0000001_02999_d_0000005,127,100-150,190.0,small,0.4789,2,49,1,1
0000001_02999_d_0000005,127,100-150,91.0,small,0.4789,2,-1,0,0
0000001_02999_d_0000005,127,100-150,135.0,small,0.383,2,20,1,1
0000001_02999_d_0000005,127,100-150,288.0,small,0.2857,6,89,1,1
0000001_02999_d_0000005,127,100-150,252.0,small,0.2857,7,167,1,1
0000001_02999_d_0000005,127,100-150,476.0,small,0.2727,10,-1,0,0
0000001_02999_d_0000005,127,100-150,190.0,small,0.2425,7,-1,0,0
0000001_02999_d_0000005,127,100-150,342.0,small,0.3413,6,39,1,1
0000001_02999_d_0000005,127,100-150,220.0,small,0.3413,4,-1,0,0
0000001_02999_d_0000005,127,100-150,930.0,small,0.2712,13,-1,0,0
0000001_02999_d_0000005,127,100-150,192.0,small,0.2065,7,512,0,1
0000001_02999_d_0000005,127,100-150,288.0,small,0.25,10,304,0,1
0000001_02999_d_0000005,127,100-150,162.0,small,0.25,8,366,0,1
0000001_02999_d_0000005,127,100-150,726.0,small,0.2975,11,116,1,1
0000001_02999_d_0000005,127,100-150,216.0,small,0.2975,1,-1,0,0
0000001_02999_d_0000005,127,100-150,270.0,small,0.5901,2,33,1,1
0000001_02999_d_0000005,127,100-150,242.0,small,0.76,2,69,1,1
0000001_02999_d_0000005,127,100-150,242.0,small,0.76,2,36,1,1
0000001_03499_d_0000006,77,50-100,3060.0,medium,0.0,7,3,1,1
0000001_03499_d_0000006,77,50-100,2200.0,medium,0.0,12,11,1,1
0000001_03499_d_0000006,77,50-100,8010.0,medium,0.0,0,5,1,1
0000001_03499_d_0000006,77,50-100,5418.0,medium,0.0712,4,10,1,1
0000001_03499_d_0000006,77,50-100,7526.0,medium,0.0712,6,7,1,1
0000001_03499_d_0000006,77,50-100,5353.0,medium,0.0,2,2,1,1
0000001_03499_d_0000006,77,50-100,5270.0,medium,0.0,3,9,1,1
0000001_03499_d_0000006,77,50-100,12996.0,large,0.0,4,1,1,1
0000001_03499_d_0000006,77,50-100,13741.0,large,0.0,3,14,1,1
0000001_03499_d_0000006,77,50-100,16128.0,large,0.0,1,0,1,1
0000001_03499_d_0000006,77,50-100,902.0,small,0.2034,1,29,1,1
0000001_03499_d_0000006,77,50-100,540.0,small,0.0,1,338,0,1
0000001_03499_d_0000006,77,50-100,1536.0,medium,0.0,1,19,1,1
0000001_03499_d_0000006,77,50-100,2592.0,medium,0.0,16,4,1,1
0000001_03499_d_0000006,77,50-100,2010.0,medium,0.0,8,8,1,1
0000001_03499_d_0000006,77,50-100,2208.0,medium,0.0,4,12,1,1
0000001_03499_d_0000006,77,50-100,1833.0,medium,0.0,11,103,1,1
0000001_03499_d_0000006,77,50-100,609.0,small,0.0,0,818,0,1
0000001_03499_d_0000006,77,50-100,1170.0,medium,0.0,0,30,1,1
0000001_03499_d_0000006,77,50-100,1665.0,medium,0.0,2,20,1,1
0000001_03499_d_0000006,77,50-100,989.0,small,0.0,2,35,1,1
0000001_03499_d_0000006,77,50-100,888.0,small,0.0,1,34,1,1
0000001_03499_d_0000006,77,50-100,493.0,small,0.1435,4,-1,0,0
0000001_03499_d_0000006,77,50-100,416.0,small,0.2105,3,559,0,1
0000001_03499_d_0000006,77,50-100,272.0,small,0.1435,1,109,1,1
0000001_03499_d_0000006,77,50-100,320.0,small,0.2105,3,65,1,1
0000001_03499_d_0000006,77,50-100,437.0,small,0.2393,5,262,1,1
0000001_03499_d_0000006,77,50-100,288.0,small,0.2393,4,-1,0,0
0000001_03499_d_0000006,77,50-100,280.0,small,0.2105,3,-1,0,0
0000001_03499_d_0000006,77,50-100,272.0,small,0.2105,2,353,0,1
0000001_03499_d_0000006,77,50-100,1892.0,medium,0.0,7,146,1,1
0000001_03499_d_0000006,77,50-100,240.0,small,0.1053,3,364,0,1
0000001_03499_d_0000006,77,50-100,196.0,small,0.088,5,116,1,1
0000001_03499_d_0000006,77,50-100,224.0,small,0.1521,5,670,0,1
0000001_03499_d_0000006,77,50-100,165.0,small,0.1389,5,-1,0,0
0000001_03499_d_0000006,77,50-100,208.0,small,0.1091,3,97,1,1
0000001_03499_d_0000006,77,50-100,264.0,small,0.1053,3,18,1,1
0000001_03499_d_0000006,77,50-100,286.0,small,0.088,5,70,1,1
0000001_03499_d_0000006,77,50-100,276.0,small,0.1521,5,53,1,1
0000001_03499_d_0000006,77,50-100,286.0,small,0.1389,5,51,1,1
0000001_03499_d_0000006,77,50-100,280.0,small,0.1091,3,88,1,1
0000001_03499_d_0000006,77,50-100,273.0,small,0.0,2,85,1,1
0000001_03499_d_0000006,77,50-100,209.0,small,0.0603,1,23,1,1
0000001_03499_d_0000006,77,50-100,196.0,small,0.0,1,92,1,1
0000001_03499_d_0000006,77,50-100,228.0,small,0.0,0,48,1,1
0000001_03499_d_0000006,77,50-100,247.0,small,0.0,0,-1,0,0
0000001_03499_d_0000006,77,50-100,266.0,small,0.0603,1,473,0,1
0000001_03499_d_0000006,77,50-100,437.0,small,0.1345,1,163,1,1
0000001_03499_d_0000006,77,50-100,221.0,small,0.1345,1,-1,0,0
0000001_03499_d_0000006,77,50-100,3348.0,medium,0.0,3,32,1,1
0000001_03499_d_0000006,77,50-100,363.0,small,0.1791,1,50,1,1
0000001_03499_d_0000006,77,50-100,144.0,small,0.1791,1,-1,0,0
0000001_03499_d_0000006,77,50-100,1032.0,medium,0.0,0,17,1,1
0000001_03499_d_0000006,77,50-100,2240.0,medium,0.0,0,36,1,1
0000001_03499_d_0000006,77,50-100,384.0,small,0.0,2,16,1,1
0000001_03499_d_0000006,77,50-100,273.0,small,0.2563,1,122,1,1
0000001_03499_d_0000006,77,50-100,374.0,small,0.2563,1,21,1,1
0000001_03499_d_0000006,77,50-100,308.0,small,0.0273,2,25,1,1
0000001_03499_d_0000006,77,50-100,504.0,small,0.0616,3,545,0,1
0000001_03499_d_0000006,77,50-100,323.0,small,0.0616,1,-1,0,0
0000001_03499_d_0000006,77,50-100,182.0,small,0.0273,2,-1,0,0
0000001_03499_d_0000006,77,50-100,6615.0,medium,0.0,0,6,1,1
0000001_03499_d_0000006,77,50-100,14690.0,large,0.0,1,22,1,1
0000001_03499_d_0000006,77,50-100,920.0,small,0.2034,1,15,1,1
0000001_03499_d_0000006,77,50-100,1696.0,medium,0.0,5,43,1,1
0000001_03499_d_0000006,77,50-100,378.0,small,0.0,1,46,1,1
0000001_03499_d_0000006,77,50-100,420.0,small,0.0,4,45,1,1
0000001_03499_d_0000006,77,50-100,286.0,small,0.0,2,61,1,1
0000001_03499_d_0000006,77,50-100,200.0,small,0.272,3,37,1,1
0000001_03499_d_0000006,77,50-100,408.0,small,0.272,4,28,1,1
0000001_03499_d_0000006,77,50-100,204.0,small,0.3556,3,24,1,1
0000001_03499_d_0000006,77,50-100,345.0,small,0.3556,3,41,1,1
0000001_03499_d_0000006,77,50-100,240.0,small,0.4688,1,57,1,1
0000001_03499_d_0000006,77,50-100,136.0,small,0.4688,1,99,1,1
0000001_03499_d_0000006,77,50-100,425.0,small,0.0346,3,547,0,1
0000001_03499_d_0000006,77,50-100,180.0,small,0.3485,2,427,0,1
0000001_03499_d_0000006,77,50-100,323.0,small,0.3485,3,426,0,1
0000001_03999_d_0000007,48,<50,11745.0,large,0.0,4,1,1,1
0000001_03999_d_0000007,48,<50,8640.0,medium,0.0206,3,0,1,1
0000001_03999_d_0000007,48,<50,1300.0,medium,0.0,0,6,1,1
0000001_03999_d_0000007,48,<50,1456.0,medium,0.0206,1,3,1,1
0000001_03999_d_0000007,48,<50,1100.0,medium,0.1667,1,28,1,1
0000001_03999_d_0000007,48,<50,286.0,small,0.1667,1,125,1,1
0000001_03999_d_0000007,48,<50,3430.0,medium,0.0,0,-1,0,0
0000001_03999_d_0000007,48,<50,3500.0,medium,0.0,1,2,1,1
0000001_03999_d_0000007,48,<50,2475.0,medium,0.0,1,5,1,1
0000001_03999_d_0000007,48,<50,1352.0,medium,0.0799,1,8,1,1
0000001_03999_d_0000007,48,<50,1350.0,medium,0.0799,1,4,1,1
0000001_03999_d_0000007,48,<50,2640.0,medium,0.0,1,20,1,1
0000001_03999_d_0000007,48,<50,893.0,small,0.3205,1,60,1,1
0000001_03999_d_0000007,48,<50,2160.0,medium,0.3205,1,163,1,1
0000001_03999_d_0000007,48,<50,1624.0,medium,0.5198,1,23,1,1
0000001_03999_d_0000007,48,<50,1218.0,medium,0.5198,1,47,1,1
0000001_03999_d_0000007,48,<50,5184.0,medium,0.0,1,425,0,1
0000001_03999_d_0000007,48,<50,640.0,small,0.0,0,54,1,1
0000001_03999_d_0000007,48,<50,884.0,small,0.5589,4,26,1,1
0000001_03999_d_0000007,48,<50,594.0,small,0.5908,1,21,1,1
0000001_03999_d_0000007,48,<50,792.0,small,0.4347,1,91,1,1
0000001_03999_d_0000007,48,<50,600.0,small,0.2591,1,7,1,1
0000001_03999_d_0000007,48,<50,819.0,small,0.5328,3,17,1,1
0000001_03999_d_0000007,48,<50,680.0,small,0.5111,2,83,1,1
0000001_03999_d_0000007,48,<50,836.0,small,0.7877,7,15,1,1
0000001_03999_d_0000007,48,<50,720.0,small,0.7056,4,43,1,1
0000001_03999_d_0000007,48,<50,1505.0,medium,0.4347,1,24,1,1
0000001_03999_d_0000007,48,<50,860.0,small,0.5908,1,19,1,1
0000001_03999_d_0000007,48,<50,1344.0,medium,0.2591,1,9,1,1
0000001_03999_d_0000007,48,<50,476.0,small,0.5111,1,49,1,1
0000001_03999_d_0000007,48,<50,1364.0,medium,0.5589,4,22,1,1
0000001_03999_d_0000007,48,<50,1014.0,small,0.6328,7,41,1,1
0000001_03999_d_0000007,48,<50,594.0,small,0.5858,7,59,1,1
0000001_03999_d_0000007,48,<50,1334.0,medium,0.6328,7,38,1,1
0000001_03999_d_0000007,48,<50,798.0,small,0.8085,7,61,1,1
0000001_03999_d_0000007,48,<50,608.0,small,0.5328,1,35,1,1
0000001_03999_d_0000007,48,<50,595.0,small,0.7056,4,69,1,1
0000001_03999_d_0000007,48,<50,902.0,small,0.8085,7,85,1,1
0000001_03999_d_0000007,48,<50,510.0,small,0.0,0,78,1,1
0000001_03999_d_0000007,48,<50,4218.0,medium,0.0,6,-1,0,0
0000001_03999_d_0000007,48,<50,609.0,small,0.4026,4,57,1,1
0000001_03999_d_0000007,48,<50,672.0,small,0.4611,4,288,1,1
0000001_03999_d_0000007,48,<50,442.0,small,0.3058,2,-1,0,0
0000001_03999_d_0000007,48,<50,1147.0,medium,0.4026,5,10,1,1
0000001_03999_d_0000007,48,<50,792.0,small,0.4611,4,157,1,1
0000001_03999_d_0000007,48,<50,414.0,small,0.2792,2,-1,0,0
0000001_03999_d_0000007,48,<50,391.0,small,0.2659,2,507,0,1
0000001_03999_d_0000007,48,<50,1066.0,medium,0.2792,4,12,1,1
0000001_04527_d_0000008,115,100-150,1680.0,medium,0.6464,2,17,1,1
0000001_04527_d_0000008,115,100-150,1300.0,medium,0.6464,1,91,1,1
0000001_04527_d_0000008,115,100-150,1638.0,medium,0.7549,2,100,1,1
0000001_04527_d_0000008,115,100-150,1326.0,medium,0.7549,2,160,1,1
0000001_04527_d_0000008,115,100-150,920.0,small,0.402,2,42,1,1
0000001_04527_d_0000008,115,100-150,1449.0,medium,0.624,2,125,1,1
0000001_04527_d_0000008,115,100-150,1125.0,medium,0.6476,2,83,1,1
0000001_04527_d_0000008,115,100-150,946.0,small,0.6476,2,15,1,1
0000001_04527_d_0000008,115,100-150,1683.0,medium,0.1553,2,146,1,1
0000001_04527_d_0000008,115,100-150,1505.0,medium,0.0305,2,630,0,1
0000001_04527_d_0000008,115,100-150,1836.0,medium,0.1553,2,94,1,1
0000001_04527_d_0000008,115,100-150,1617.0,medium,0.0,1,210,1,1
0000001_04527_d_0000008,115,100-150,1456.0,medium,0.0,1,107,1,1
0000001_04527_d_0000008,115,100-150,752.0,small,0.0,3,11,1,1
0000001_04527_d_0000008,115,100-150,1071.0,medium,0.0,5,5,1,1
0000001_04527_d_0000008,115,100-150,663.0,small,0.0,1,9,1,1
0000001_04527_d_0000008,115,100-150,1804.0,medium,0.0729,6,30,1,1
0000001_04527_d_0000008,115,100-150,1550.0,medium,0.0729,6,44,1,1
0000001_04527_d_0000008,115,100-150,1221.0,medium,0.0,5,21,1,1
0000001_04527_d_0000008,115,100-150,714.0,small,0.5763,4,129,1,1
0000001_04527_d_0000008,115,100-150,1431.0,medium,0.6268,9,35,1,1
0000001_04527_d_0000008,115,100-150,960.0,small,0.5763,7,48,1,1
0000001_04527_d_0000008,115,100-150,897.0,small,0.6268,5,58,1,1
0000001_04527_d_0000008,115,100-150,624.0,small,0.0582,5,3,1,1
0000001_04527_d_0000008,115,100-150,504.0,small,0.0582,3,28,1,1
0000001_04527_d_0000008,115,100-150,1080.0,medium,0.0897,4,204,1,1
0000001_04527_d_0000008,115,100-150,1107.0,medium,0.0897,2,368,0,1
0000001_04527_d_0000008,115,100-150,300.0,small,0.2481,2,16,1,1
0000001_04527_d_0000008,115,100-150,510.0,small,0.2481,6,38,1,1
0000001_04527_d_0000008,115,100-150,1120.0,medium,0.4927,11,151,1,1
0000001_04527_d_0000008,115,100-150,722.0,small,0.4927,10,232,1,1
0000001_04527_d_0000008,115,100-150,377.0,small,0.3366,6,240,1,1
0000001_04527_d_0000008,115,100-150,930.0,small,0.6556,9,199,1,1
0000001_04527_d_0000008,115,100-150,104.0,small,0.1457,2,-1,0,0
0000001_04527_d_0000008,115,100-150,714.0,small,0.6556,5,79,1,1
0000001_04527_d_0000008,115,100-150,364.0,small,0.0,1,23,1,1
0000001_04527_d_0000008,115,100-150,612.0,small,0.0,1,12,1,1
0000001_04527_d_0000008,115,100-150,540.0,small,0.0,1,6,1,1
0000001_04527_d_0000008,115,100-150,2288.0,medium,0.1311,11,0,1,1
0000001_04527_d_0000008,115,100-150,1024.0,medium,0.0952,8,26,1,1
0000001_04527_d_0000008,115,100-150,748.0,small,0.1311,4,-1,0,0
0000001_04527_d_0000008,115,100-150,330.0,small,0.1068,2,155,1,1
0000001_04527_d_0000008,115,100-150,408.0,small,0.3744,4,-1,0,0
0000001_04527_d_0000008,115,100-150,385.0,small,0.3744,4,135,1,1
0000001_04527_d_0000008,115,100-150,1536.0,medium,0.0295,13,170,1,1
0000001_04527_d_0000008,115,100-150,621.0,small,0.2648,7,111,1,1
0000001_04527_d_0000008,115,100-150,621.0,small,0.2648,6,117,1,1
0000001_04527_d_0000008,115,100-150,1482.0,medium,0.1192,12,40,1,1
0000001_04527_d_0000008,115,100-150,264.0,small,0.0,5,118,1,1
0000001_04527_d_0000008,115,100-150,200.0,small,0.0932,5,106,1,1
0000001_04527_d_0000008,115,100-150,264.0,small,0.4043,5,64,1,1
0000001_04527_d_0000008,115,100-150,264.0,small,0.4043,5,119,1,1
0000001_04527_d_0000008,115,100-150,196.0,small,0.0,4,104,1,1
0000001_04527_d_0000008,115,100-150,621.0,small,0.0932,6,43,1,1
0000001_04527_d_0000008,115,100-150,2232.0,medium,0.0415,12,1,1,1
0000001_04527_d_0000008,115,100-150,253.0,small,0.0415,2,46,1,1
0000001_04527_d_0000008,115,100-150,999.0,small,0.0,0,10,1,1
0000001_04527_d_0000008,115,100-150,160.0,small,0.0,1,-1,0,0
0000001_04527_d_0000008,115,100-150,638.0,small,0.0,0,-1,0,0
0000001_04527_d_0000008,115,100-150,580.0,small,0.3161,3,-1,0,0
0000001_04527_d_0000008,115,100-150,286.0,small,0.3161,2,63,1,1
0000001_04527_d_0000008,115,100-150,360.0,small,0.1297,4,-1,0,0
0000001_04527_d_0000008,115,100-150,2376.0,medium,0.1803,7,312,0,1
0000001_04527_d_0000008,115,100-150,1748.0,medium,0.1803,4,519,0,1
0000001_04527_d_0000008,115,100-150,242.0,small,0.0,0,-1,0,0
0000001_04527_d_0000008,115,100-150,200.0,small,0.0,0,149,1,1
0000001_04527_d_0000008,115,100-150,594.0,small,0.0,1,441,0,1
0000001_04527_d_0000008,115,100-150,261.0,small,0.0,0,37,1,1
0000001_04527_d_0000008,115,100-150,588.0,small,0.0,1,90,1,1
0000001_04527_d_0000008,115,100-150,299.0,small,0.0,1,617,0,1
0000001_04527_d_0000008,115,100-150,225.0,small,0.0,1,-1,0,0
0000001_04527_d_0000008,115,100-150,420.0,small,0.0,0,87,1,1
0000001_04527_d_0000008,115,100-150,814.0,small,0.4269,4,59,1,1
0000001_04527_d_0000008,115,100-150,777.0,small,0.4269,3,142,1,1
0000001_04527_d_0000008,115,100-150,946.0,small,0.1581,4,19,1,1
0000001_04527_d_0000008,115,100-150,1230.0,medium,0.1581,7,20,1,1
0000001_04527_d_0000008,115,100-150,1014.0,small,0.1826,4,4,1,1
0000001_04527_d_0000008,115,100-150,748.0,small,0.1826,4,14,1,1
0000001_04527_d_0000008,115,100-150,1176.0,medium,0.0664,4,8,1,1
0000001_04527_d_0000008,115,100-150,1232.0,medium,0.0664,3,7,1,1
0000001_04527_d_0000008,115,100-150,615.0,small,0.0432,1,73,1,1
0000001_04527_d_0000008,115,100-150,930.0,small,0.0432,2,871,0,1
0000001_04527_d_0000008,115,100-150,741.0,small,0.368,5,18,1,1
0000001_04527_d_0000008,115,100-150,240.0,small,0.3239,2,-1,0,0
0000001_04527_d_0000008,115,100-150,560.0,small,0.368,5,-1,0,0
0000001_04527_d_0000008,115,100-150,1144.0,medium,0.0,2,-1,0,0
0000001_04527_d_0000008,115,100-150,1189.0,medium,0.7313,2,163,1,1
0000001_04527_d_0000008,115,100-150,704.0,small,0.4033,2,152,1,1
0000001_04527_d_0000008,115,100-150,989.0,small,0.7313,2,50,1,1
0000001_04527_d_0000008,115,100-150,920.0,small,0.6618,1,22,1,1
0000001_04527_d_0000008,115,100-150,888.0,small,0.6618,1,132,1,1
0000001_04527_d_0000008,115,100-150,1380.0,medium,0.0,3,29,1,1
0000001_04527_d_0000008,115,100-150,960.0,small,0.0257,5,25,1,1
0000001_04527_d_0000008,115,100-150,798.0,small,0.2221,4,108,1,1
0000001_04527_d_0000008,115,100-150,836.0,small,0.2221,4,213,1,1
0000001_04527_d_0000008,115,100-150,544.0,small,0.2286,5,171,1,1
0000001_04527_d_0000008,115,100-150,660.0,small,0.2286,5,164,1,1
0000001_04527_d_0000008,115,100-150,1104.0,medium,0.0,4,13,1,1
0000001_04527_d_0000008,115,100-150,836.0,small,0.0872,3,71,1,1
0000001_04527_d_0000008,115,100-150,660.0,small,0.0872,2,196,1,1
0000001_04527_d_0000008,115,100-150,2016.0,medium,0.0408,2,-1,0,0
0000001_04527_d_0000008,115,100-150,945.0,small,0.0,2,52,1,1
0000001_04527_d_0000008,115,100-150,1150.0,medium,0.0,0,2,1,1
0000001_04527_d_0000008,115,100-150,2272.0,medium,0.0,0,683,0,1
0000001_04527_d_0000008,115,100-150,3696.0,medium,0.0,1,39,1,1
0000001_04527_d_0000008,115,100-150,1344.0,medium,0.0,0,88,1,1
0000001_04527_d_0000008,115,100-150,1435.0,medium,0.2314,1,183,1,1
0000001_04527_d_0000008,115,100-150,864.0,small,0.2314,1,198,1,1
0000001_04527_d_0000008,115,100-150,1026.0,medium,0.0,0,33,1,1
0000001_04527_d_0000008,115,100-150,1254.0,medium,0.0,3,-1,0,0
0000001_04527_d_0000008,115,100-150,910.0,small,0.3061,3,147,1,1
0000001_04527_d_0000008,115,100-150,754.0,small,0.3061,3,593,0,1
0000001_04527_d_0000008,115,100-150,735.0,small,0.2605,3,-1,0,0
0000001_04527_d_0000008,115,100-150,5412.0,medium,0.0,4,27,1,1
0000001_04527_d_0000008,115,100-150,2924.0,medium,0.0,7,78,1,1
0000001_05249_d_0000009,113,100-150,18582.0,large,0.0,1,0,1,1
0000001_05249_d_0000009,113,100-150,6084.0,medium,0.1019,5,35,1,1
0000001_05249_d_0000009,113,100-150,6724.0,medium,0.1112,7,63,1,1
0000001_05249_d_0000009,113,100-150,5688.0,medium,0.1112,4,2,1,1
0000001_05249_d_0000009,113,100-150,4914.0,medium,0.0,3,5,1,1
0000001_05249_d_0000009,113,100-150,4686.0,medium,0.0,2,1,1,1
0000001_05249_d_0000009,113,100-150,2900.0,medium,0.0807,5,12,1,1
0000001_05249_d_0000009,113,100-150,3000.0,medium,0.1079,7,8,1,1
0000001_05249_d_0000009,113,100-150,3782.0,medium,0.0844,8,9,1,1
